utt_id,audio_path,label,fold,family,source,inst_id,pitch,velocity
guitar_electronic_032-021-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_032-021-127.wav,guitar,2,guitar,electronic,32,21,127
guitar_electronic_017-061-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_017-061-050.wav,guitar,4,guitar,electronic,17,61,50
guitar_synthetic_001-099-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_001-099-050.wav,guitar,4,guitar,synthetic,1,99,50
guitar_synthetic_001-052-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_001-052-025.wav,guitar,4,guitar,synthetic,1,52,25
guitar_electronic_037-040-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_037-040-075.wav,guitar,4,guitar,electronic,37,40,75
guitar_acoustic_003-027-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_003-027-050.wav,guitar,4,guitar,acoustic,3,27,50
guitar_electronic_038-078-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_038-078-050.wav,guitar,4,guitar,electronic,38,78,50
guitar_electronic_010-054-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_010-054-075.wav,guitar,1,guitar,electronic,10,54,75
guitar_electronic_023-038-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_023-038-127.wav,guitar,1,guitar,electronic,23,38,127
guitar_electronic_009-036-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_009-036-025.wav,guitar,3,guitar,electronic,9,36,25
guitar_electronic_008-085-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_008-085-025.wav,guitar,5,guitar,electronic,8,85,25
guitar_electronic_006-036-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_006-036-025.wav,guitar,1,guitar,electronic,6,36,25
guitar_synthetic_006-041-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_006-041-050.wav,guitar,5,guitar,synthetic,6,41,50
guitar_acoustic_024-053-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-053-127.wav,guitar,2,guitar,acoustic,24,53,127
guitar_electronic_015-104-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_015-104-127.wav,guitar,4,guitar,electronic,15,104,127
guitar_electronic_036-039-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_036-039-025.wav,guitar,4,guitar,electronic,36,39,25
guitar_electronic_031-106-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_031-106-127.wav,guitar,5,guitar,electronic,31,106,127
guitar_acoustic_007-070-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_007-070-127.wav,guitar,1,guitar,acoustic,7,70,127
guitar_electronic_034-017-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-017-075.wav,guitar,1,guitar,electronic,34,17,75
guitar_acoustic_003-057-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_003-057-127.wav,guitar,1,guitar,acoustic,3,57,127
guitar_electronic_034-057-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-057-025.wav,guitar,5,guitar,electronic,34,57,25
guitar_electronic_035-056-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-056-050.wav,guitar,2,guitar,electronic,35,56,50
guitar_acoustic_017-055-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_017-055-127.wav,guitar,4,guitar,acoustic,17,55,127
guitar_acoustic_023-063-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_023-063-025.wav,guitar,5,guitar,acoustic,23,63,25
guitar_synthetic_002-096-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_002-096-100.wav,guitar,5,guitar,synthetic,2,96,100
guitar_synthetic_002-085-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_002-085-075.wav,guitar,1,guitar,synthetic,2,85,75
guitar_electronic_039-098-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_039-098-127.wav,guitar,5,guitar,electronic,39,98,127
guitar_electronic_031-074-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_031-074-127.wav,guitar,2,guitar,electronic,31,74,127
guitar_electronic_024-061-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_024-061-025.wav,guitar,3,guitar,electronic,24,61,25
guitar_electronic_009-077-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_009-077-025.wav,guitar,3,guitar,electronic,9,77,25
guitar_electronic_027-091-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_027-091-127.wav,guitar,5,guitar,electronic,27,91,127
guitar_acoustic_027-068-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_027-068-075.wav,guitar,4,guitar,acoustic,27,68,75
guitar_electronic_035-036-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-036-100.wav,guitar,1,guitar,electronic,35,36,100
guitar_acoustic_007-036-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_007-036-050.wav,guitar,5,guitar,acoustic,7,36,50
guitar_synthetic_002-073-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_002-073-025.wav,guitar,5,guitar,synthetic,2,73,25
guitar_synthetic_006-048-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_006-048-025.wav,guitar,4,guitar,synthetic,6,48,25
guitar_synthetic_010-053-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_010-053-075.wav,guitar,5,guitar,synthetic,10,53,75
guitar_electronic_035-050-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-050-025.wav,guitar,1,guitar,electronic,35,50,25
guitar_synthetic_004-045-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_004-045-100.wav,guitar,5,guitar,synthetic,4,45,100
guitar_acoustic_017-038-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_017-038-025.wav,guitar,2,guitar,acoustic,17,38,25
guitar_electronic_038-044-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_038-044-127.wav,guitar,2,guitar,electronic,38,44,127
guitar_synthetic_005-039-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_005-039-050.wav,guitar,5,guitar,synthetic,5,39,50
guitar_electronic_015-075-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_015-075-050.wav,guitar,3,guitar,electronic,15,75,50
guitar_acoustic_034-082-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_034-082-025.wav,guitar,1,guitar,acoustic,34,82,25
guitar_electronic_041-081-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_041-081-127.wav,guitar,1,guitar,electronic,41,81,127
guitar_electronic_042-085-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_042-085-127.wav,guitar,5,guitar,electronic,42,85,127
guitar_electronic_006-050-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_006-050-100.wav,guitar,4,guitar,electronic,6,50,100
guitar_synthetic_000-075-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_000-075-050.wav,guitar,5,guitar,synthetic,0,75,50
guitar_electronic_039-032-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_039-032-100.wav,guitar,1,guitar,electronic,39,32,100
guitar_acoustic_020-027-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_020-027-127.wav,guitar,3,guitar,acoustic,20,27,127
guitar_synthetic_001-049-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_001-049-127.wav,guitar,4,guitar,synthetic,1,49,127
guitar_acoustic_004-041-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_004-041-050.wav,guitar,5,guitar,acoustic,4,41,50
guitar_acoustic_000-026-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_000-026-100.wav,guitar,2,guitar,acoustic,0,26,100
guitar_acoustic_004-030-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_004-030-100.wav,guitar,5,guitar,acoustic,4,30,100
guitar_electronic_040-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_040-058-025.wav,guitar,1,guitar,electronic,40,58,25
guitar_electronic_000-083-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_000-083-075.wav,guitar,2,guitar,electronic,0,83,75
guitar_electronic_034-032-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-032-025.wav,guitar,1,guitar,electronic,34,32,25
guitar_electronic_040-076-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_040-076-100.wav,guitar,2,guitar,electronic,40,76,100
guitar_electronic_027-094-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_027-094-050.wav,guitar,3,guitar,electronic,27,94,50
guitar_electronic_033-073-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_033-073-075.wav,guitar,5,guitar,electronic,33,73,75
guitar_acoustic_020-035-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_020-035-127.wav,guitar,5,guitar,acoustic,20,35,127
guitar_electronic_035-039-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-039-100.wav,guitar,4,guitar,electronic,35,39,100
guitar_electronic_044-095-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_044-095-127.wav,guitar,4,guitar,electronic,44,95,127
guitar_acoustic_018-090-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_018-090-025.wav,guitar,1,guitar,acoustic,18,90,25
guitar_acoustic_012-047-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_012-047-050.wav,guitar,3,guitar,acoustic,12,47,50
guitar_electronic_037-092-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_037-092-100.wav,guitar,3,guitar,electronic,37,92,100
guitar_acoustic_034-096-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_034-096-127.wav,guitar,2,guitar,acoustic,34,96,127
guitar_acoustic_032-091-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_032-091-050.wav,guitar,4,guitar,acoustic,32,91,50
guitar_acoustic_034-085-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_034-085-127.wav,guitar,2,guitar,acoustic,34,85,127
guitar_synthetic_000-069-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_000-069-075.wav,guitar,3,guitar,synthetic,0,69,75
guitar_electronic_030-048-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_030-048-050.wav,guitar,1,guitar,electronic,30,48,50
guitar_electronic_001-083-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_001-083-100.wav,guitar,4,guitar,electronic,1,83,100
guitar_electronic_043-048-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_043-048-127.wav,guitar,3,guitar,electronic,43,48,127
guitar_synthetic_000-080-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_000-080-025.wav,guitar,2,guitar,synthetic,0,80,25
guitar_electronic_042-047-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_042-047-025.wav,guitar,2,guitar,electronic,42,47,25
guitar_electronic_036-083-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_036-083-025.wav,guitar,5,guitar,electronic,36,83,25
guitar_synthetic_001-074-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_001-074-050.wav,guitar,2,guitar,synthetic,1,74,50
guitar_electronic_014-082-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_014-082-127.wav,guitar,5,guitar,electronic,14,82,127
guitar_acoustic_028-091-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_028-091-100.wav,guitar,1,guitar,acoustic,28,91,100
guitar_electronic_014-086-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_014-086-025.wav,guitar,3,guitar,electronic,14,86,25
guitar_electronic_023-036-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_023-036-050.wav,guitar,5,guitar,electronic,23,36,50
guitar_electronic_034-070-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-070-075.wav,guitar,2,guitar,electronic,34,70,75
guitar_synthetic_005-055-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_005-055-100.wav,guitar,2,guitar,synthetic,5,55,100
guitar_synthetic_006-057-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_006-057-075.wav,guitar,5,guitar,synthetic,6,57,75
guitar_electronic_038-073-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_038-073-050.wav,guitar,4,guitar,electronic,38,73,50
guitar_synthetic_000-063-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_000-063-025.wav,guitar,5,guitar,synthetic,0,63,25
guitar_electronic_003-094-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_003-094-127.wav,guitar,2,guitar,electronic,3,94,127
guitar_acoustic_009-047-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_009-047-100.wav,guitar,4,guitar,acoustic,9,47,100
guitar_electronic_007-106-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_007-106-025.wav,guitar,1,guitar,electronic,7,106,25
guitar_acoustic_024-078-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-078-127.wav,guitar,2,guitar,acoustic,24,78,127
guitar_electronic_044-051-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_044-051-025.wav,guitar,4,guitar,electronic,44,51,25
guitar_acoustic_032-097-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_032-097-050.wav,guitar,5,guitar,acoustic,32,97,50
guitar_acoustic_007-099-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_007-099-050.wav,guitar,3,guitar,acoustic,7,99,50
guitar_acoustic_018-044-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_018-044-100.wav,guitar,3,guitar,acoustic,18,44,100
guitar_synthetic_005-042-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_005-042-075.wav,guitar,3,guitar,synthetic,5,42,75
guitar_synthetic_007-076-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_007-076-025.wav,guitar,2,guitar,synthetic,7,76,25
guitar_acoustic_003-028-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_003-028-050.wav,guitar,4,guitar,acoustic,3,28,50
guitar_acoustic_024-070-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-070-127.wav,guitar,5,guitar,acoustic,24,70,127
guitar_acoustic_007-057-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_007-057-050.wav,guitar,5,guitar,acoustic,7,57,50
guitar_acoustic_011-107-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_011-107-100.wav,guitar,5,guitar,acoustic,11,107,100
guitar_electronic_044-102-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_044-102-127.wav,guitar,5,guitar,electronic,44,102,127
guitar_acoustic_011-054-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_011-054-050.wav,guitar,4,guitar,acoustic,11,54,50
guitar_acoustic_009-085-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_009-085-075.wav,guitar,1,guitar,acoustic,9,85,75
guitar_acoustic_011-092-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_011-092-127.wav,guitar,4,guitar,acoustic,11,92,127
guitar_acoustic_012-048-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_012-048-100.wav,guitar,2,guitar,acoustic,12,48,100
guitar_electronic_021-106-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_021-106-075.wav,guitar,5,guitar,electronic,21,106,75
guitar_synthetic_006-071-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_006-071-127.wav,guitar,4,guitar,synthetic,6,71,127
guitar_electronic_042-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_042-058-025.wav,guitar,3,guitar,electronic,42,58,25
guitar_electronic_000-104-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_000-104-100.wav,guitar,1,guitar,electronic,0,104,100
guitar_acoustic_028-036-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_028-036-025.wav,guitar,5,guitar,acoustic,28,36,25
guitar_electronic_034-050-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-050-025.wav,guitar,3,guitar,electronic,34,50,25
guitar_electronic_004-067-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_004-067-050.wav,guitar,5,guitar,electronic,4,67,50
guitar_acoustic_011-077-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_011-077-100.wav,guitar,5,guitar,acoustic,11,77,100
guitar_electronic_038-054-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_038-054-025.wav,guitar,1,guitar,electronic,38,54,25
guitar_electronic_037-107-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_037-107-050.wav,guitar,3,guitar,electronic,37,107,50
guitar_electronic_008-030-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_008-030-050.wav,guitar,2,guitar,electronic,8,30,50
guitar_synthetic_011-095-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_011-095-127.wav,guitar,5,guitar,synthetic,11,95,127
guitar_acoustic_023-051-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_023-051-075.wav,guitar,1,guitar,acoustic,23,51,75
guitar_acoustic_026-062-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_026-062-100.wav,guitar,2,guitar,acoustic,26,62,100
guitar_electronic_012-073-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_012-073-025.wav,guitar,2,guitar,electronic,12,73,25
guitar_acoustic_000-047-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_000-047-127.wav,guitar,1,guitar,acoustic,0,47,127
guitar_electronic_036-106-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_036-106-075.wav,guitar,2,guitar,electronic,36,106,75
guitar_electronic_016-040-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_016-040-075.wav,guitar,3,guitar,electronic,16,40,75
guitar_electronic_012-083-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_012-083-100.wav,guitar,5,guitar,electronic,12,83,100
guitar_electronic_004-045-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_004-045-050.wav,guitar,5,guitar,electronic,4,45,50
guitar_acoustic_024-062-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-062-100.wav,guitar,3,guitar,acoustic,24,62,100
guitar_electronic_034-082-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_034-082-025.wav,guitar,2,guitar,electronic,34,82,25
guitar_electronic_002-096-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_002-096-050.wav,guitar,4,guitar,electronic,2,96,50
guitar_acoustic_033-097-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_033-097-127.wav,guitar,2,guitar,acoustic,33,97,127
guitar_electronic_021-055-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_021-055-075.wav,guitar,4,guitar,electronic,21,55,75
guitar_electronic_018-087-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_018-087-025.wav,guitar,1,guitar,electronic,18,87,25
guitar_acoustic_023-044-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_023-044-100.wav,guitar,2,guitar,acoustic,23,44,100
guitar_acoustic_012-039-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_012-039-075.wav,guitar,4,guitar,acoustic,12,39,75
guitar_electronic_007-085-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_007-085-050.wav,guitar,3,guitar,electronic,7,85,50
guitar_electronic_035-052-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-052-100.wav,guitar,1,guitar,electronic,35,52,100
guitar_acoustic_027-051-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_027-051-127.wav,guitar,1,guitar,acoustic,27,51,127
guitar_electronic_045-058-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_045-058-075.wav,guitar,1,guitar,electronic,45,58,75
guitar_electronic_031-057-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_031-057-127.wav,guitar,2,guitar,electronic,31,57,127
guitar_electronic_003-062-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_003-062-075.wav,guitar,4,guitar,electronic,3,62,75
guitar_acoustic_000-047-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_000-047-100.wav,guitar,5,guitar,acoustic,0,47,100
guitar_electronic_010-090-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_010-090-050.wav,guitar,3,guitar,electronic,10,90,50
guitar_acoustic_003-032-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_003-032-100.wav,guitar,5,guitar,acoustic,3,32,100
guitar_acoustic_032-076-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_032-076-025.wav,guitar,1,guitar,acoustic,32,76,25
guitar_acoustic_024-097-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-097-050.wav,guitar,3,guitar,acoustic,24,97,50
guitar_electronic_038-071-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_038-071-075.wav,guitar,1,guitar,electronic,38,71,75
guitar_synthetic_004-069-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_004-069-050.wav,guitar,2,guitar,synthetic,4,69,50
guitar_electronic_033-071-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_033-071-025.wav,guitar,2,guitar,electronic,33,71,25
guitar_electronic_018-104-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_018-104-050.wav,guitar,1,guitar,electronic,18,104,50
guitar_electronic_001-069-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_001-069-075.wav,guitar,2,guitar,electronic,1,69,75
guitar_electronic_035-069-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_035-069-100.wav,guitar,3,guitar,electronic,35,69,100
guitar_synthetic_006-024-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_006-024-025.wav,guitar,2,guitar,synthetic,6,24,25
guitar_acoustic_033-067-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_033-067-100.wav,guitar,2,guitar,acoustic,33,67,100
guitar_electronic_005-102-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_005-102-050.wav,guitar,2,guitar,electronic,5,102,50
guitar_electronic_021-044-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_021-044-127.wav,guitar,2,guitar,electronic,21,44,127
guitar_acoustic_016-088-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_016-088-075.wav,guitar,5,guitar,acoustic,16,88,75
guitar_acoustic_017-074-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_017-074-025.wav,guitar,2,guitar,acoustic,17,74,25
guitar_electronic_044-039-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_044-039-075.wav,guitar,3,guitar,electronic,44,39,75
guitar_synthetic_002-030-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_002-030-100.wav,guitar,1,guitar,synthetic,2,30,100
guitar_acoustic_023-074-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_023-074-050.wav,guitar,4,guitar,acoustic,23,74,50
guitar_acoustic_024-077-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_024-077-075.wav,guitar,2,guitar,acoustic,24,77,75
guitar_acoustic_004-063-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_004-063-100.wav,guitar,4,guitar,acoustic,4,63,100
guitar_synthetic_001-027-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_001-027-050.wav,guitar,5,guitar,synthetic,1,27,50
guitar_electronic_013-059-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_013-059-050.wav,guitar,3,guitar,electronic,13,59,50
guitar_electronic_011-085-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_011-085-127.wav,guitar,2,guitar,electronic,11,85,127
guitar_acoustic_012-070-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_012-070-050.wav,guitar,5,guitar,acoustic,12,70,50
guitar_electronic_010-051-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_010-051-100.wav,guitar,2,guitar,electronic,10,51,100
guitar_electronic_027-077-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_027-077-025.wav,guitar,1,guitar,electronic,27,77,25
guitar_synthetic_011-068-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_011-068-100.wav,guitar,3,guitar,synthetic,11,68,100
guitar_electronic_030-053-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_030-053-025.wav,guitar,1,guitar,electronic,30,53,25
guitar_acoustic_019-045-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_019-045-025.wav,guitar,3,guitar,acoustic,19,45,25
guitar_acoustic_034-047-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_034-047-075.wav,guitar,4,guitar,acoustic,34,47,75
guitar_acoustic_011-035-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_011-035-075.wav,guitar,5,guitar,acoustic,11,35,75
guitar_synthetic_000-102-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_000-102-050.wav,guitar,1,guitar,synthetic,0,102,50
guitar_acoustic_034-099-127,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_acoustic_034-099-127.wav,guitar,5,guitar,acoustic,34,99,127
guitar_synthetic_012-103-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_012-103-100.wav,guitar,3,guitar,synthetic,12,103,100
guitar_electronic_027-074-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_027-074-100.wav,guitar,3,guitar,electronic,27,74,100
guitar_synthetic_009-073-075,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_009-073-075.wav,guitar,4,guitar,synthetic,9,73,75
guitar_electronic_011-067-100,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_011-067-100.wav,guitar,4,guitar,electronic,11,67,100
guitar_electronic_041-055-025,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_electronic_041-055-025.wav,guitar,4,guitar,electronic,41,55,25
guitar_synthetic_011-080-050,/mnt/tmp/datasets/music/nsynth/train_30k/guitar_synthetic_011-080-050.wav,guitar,3,guitar,synthetic,11,80,50
